missing,core2,core4,core6,core8,core10
0,1.0,1.0,1.0,1.0,1.0
5,0.9818075971474313,0.9424519195069428,0.8928217821782178,0.8363013698630137,0.7543859649122807
10,0.9580847038276815,0.8823048934432316,0.7820544554455445,0.6872146118721462,0.5717498875393612
15,0.9335856013195556,0.823345956783248,0.6899752475247525,0.5659817351598173,0.43049932523616735
20,0.9148595546499781,0.7734462018266874,0.6018564356435644,0.4589041095890411,0.3310841205578048
25,0.8859457623829622,0.7184970669042845,0.5081683168316832,0.3545662100456621,0.2177237966711651
30,0.8551399602192791,0.6435731788817108,0.44146039603960396,0.2860730593607306,0.14754835807467387
35,0.8222480958618348,0.5814955075369421,0.3504950495049505,0.20730593607305936,0.08142150247413406
40,0.7911997283267841,0.5200861364817703,0.28279702970297027,0.12990867579908677,0.037786774628879895
45,0.747537961480619,0.4514739734164996,0.21175742574257425,0.08356164383561644,0.022941970310391364
50,0.7072235967593267,0.3787777530259152,0.14826732673267326,0.026940639269406392,0.011246063877642825
0,1.0,1.0,1.0,1.0,1.0
5,0.9817590840731577,0.9353233830845771,0.8771039603960396,0.8057077625570777,0.7453891138101665
10,0.959346043758793,0.8771070023019232,0.7876237623762377,0.6828767123287671,0.5717498875393612
15,0.9322757483141707,0.8203014776861959,0.6908415841584158,0.5744292237442923,0.4313990103463788
20,0.9078251588803182,0.771886834484295,0.6060643564356436,0.434703196347032,0.3616734143049933
25,0.8863338669771503,0.7117398084205836,0.5214108910891089,0.37009132420091323,0.20962663067926227
30,0.8573715616358608,0.6488453256107523,0.44814356435643565,0.28698630136986303,0.13090418353576247
35,0.8287973608887595,0.5857280760377218,0.36225247524752474,0.2100456621004566,0.09536662168241115
40,0.7892106922815699,0.520902947946833,0.28477722772277225,0.14292237442922373,0.06477732793522267
45,0.7538931742104498,0.44932056137224324,0.21188118811881188,0.07625570776255708,0.03148897885739991
50,0.7041187600058215,0.3810796762456375,0.13910891089108912,0.03584474885844749,0.012595591542959963
0,1.0,1.0,1.0,1.0,1.0
5,0.9805462572163198,0.9394816959976238,0.8870049504950495,0.8312785388127854,0.7566351776878093
10,0.9573084946393053,0.8840127719610901,0.7834158415841584,0.6922374429223744,0.5645524066576698
15,0.9323727744627177,0.8183708324051385,0.7021039603960396,0.5643835616438356,0.4399460188933873
20,0.9119972832678407,0.7723323680106928,0.6278465346534653,0.4429223744292237,0.3220872694556905
25,0.882646873332363,0.7130021534120442,0.5202970297029703,0.36232876712328765,0.23481781376518218
30,0.8548973948479115,0.6492166035494171,0.4360148514851485,0.2536529680365297,0.17453891138101665
35,0.8238005142385872,0.5926338456968887,0.3642326732673267,0.20410958904109588,0.14260008996851103
40,0.7899383883956727,0.5200118808940373,0.2785891089108911,0.14383561643835616,0.03913630229419703
45,0.747343909183525,0.4528105739956932,0.21336633663366336,0.08127853881278539,0.013045434098065677
50,0.7072721098336001,0.3846439444568204,0.14158415841584157,0.05091324200913242,0.020242914979757085
