missing,core2,core4,core6,core8,core10
25,0.8126911314984709,0.5280757097791798,0.6302816901408451,0.7037037037037037,0.7009345794392523
30,0.764525993883792,0.4416403785488959,0.6038732394366197,0.6074074074074074,0.7476635514018691
35,0.7117737003058104,0.35962145110410093,0.5862676056338029,0.5975308641975309,0.5327102803738317
40,0.6546890927624872,0.27886435331230286,0.5387323943661971,0.5234567901234568,0.5856697819314641
45,0.6047400611620795,0.24353312302839117,0.5052816901408451,0.4691358024691358,0.45794392523364486
50,0.563710499490316,0.2618296529968454,0.44014084507042256,0.454320987654321,0.3862928348909657
0,1.0,1.0,1.0,1.0,1.0
5,0.9671253822629969,0.8965299684542587,0.9313380281690141,0.945679012345679,0.9501557632398754
10,0.9258409785932722,0.7936908517350157,0.7940140845070423,0.8469135802469135,0.8660436137071651
15,0.8789500509683996,0.7261829652996845,0.7394366197183099,0.7703703703703704,0.8193146417445483
20,0.8363914373088684,0.5993690851735016,0.6848591549295775,0.745679012345679,0.8037383177570093
25,0.7907747196738022,0.5526813880126183,0.6936619718309859,0.6814814814814815,0.660436137071651
30,0.7528032619775739,0.45930599369085173,0.6285211267605634,0.6395061728395062,0.6479750778816199
35,0.709480122324159,0.3943217665615142,0.5915492957746479,0.6098765432098765,0.5950155763239875
40,0.6597859327217125,0.294006309148265,0.5316901408450704,0.5209876543209877,0.5233644859813084
45,0.6111111111111112,0.2643533123028391,0.45598591549295775,0.5160493827160494,0.46105919003115264
50,0.5596330275229358,0.24794952681388013,0.43133802816901406,0.4691358024691358,0.3862928348909657
